name,domain,linkedin_url,headquarters,location,description,primary_industry,size,revenue_range,revenue_currency,country,company_type,employee_count,revenue_usd_m,rank,category,write_idempotency_key
Salsa,salsajeans.com,https://linkedin.com/company/salsa-jeans,"Porto, Portugal",Global,"Salsa is a leading fashion retail brand specializing in denim and casual wear. Known for its innovative designs and high-quality products, the company caters to a global audience with a focus on style and comfort. Salsa has established itself as a prominent player in the fashion industry, particularly in the European market.",Fashion Retail,201-500 employees,Under $10M,USD,Portugal,Private Company,500,0.0,283.0,Retail,20048b7c17f2caa70ed5d83ee307a0f0
SalesPlus,salesplus.jp,https://linkedin.com/company/salesplus,"Tokyo, Japan",Japan,"SalesPlus is a retail company based in Japan, specializing in innovative sales solutions and customer engagement strategies. The company focuses on providing cutting-edge retail technologies and services to enhance the shopping experience and drive business growth.",Retail Technology,201-500 employees,Under $10M,USD,Japan,Private Company,200,0.0,282.0,Retail,913d43fdf17bf4c9f7a9fb486b73fb52
Sanwa Supply Inc.,sanwa.co.jp,https://linkedin.com/company/sanwa-supply,"Okayama, Japan",Japan,"Sanwa Supply Inc. is a leading provider of computer peripherals, office supplies, and consumer electronics. The company specializes in delivering high-quality products such as cables, adapters, ergonomic furniture, and accessories for both personal and professional use. It is recognized for its innovation and reliability in the Japanese retail market.",Consumer Electronics,201-500 employees,Under $10M,USD,Japan,Private Company,500,0.0,285.0,Retail,1f06380518a8ad3ca4d419b7614a2d35
Sanpei Ventures,sanpeiventures.com,https://linkedin.com/company/sanpei-ventures,"Shanghai, China",China,"Sanpei Ventures operates in the retail sector, focusing on innovative consumer products and services. The company aims to deliver high-quality offerings to its customers while expanding its presence in the competitive retail market. Despite its current growth stage, it is striving to establish a strong foothold in the industry.",Retail,51-200 employees,Under $10M,USD,China,Private Company,51,0.0,284.0,Retail,02401bdc8ee977c56b9ffa57ea0f19d4
"Sanwa Supply, Inc",sanwa.co.jp,https://linkedin.com/company/sanwa-supply-inc,"Okayama, Japan",Japan,"Sanwa Supply, Inc is a Japanese retail company specializing in computer accessories, office supplies, and ergonomic solutions. The company is known for its innovative products and commitment to quality, serving both domestic and international markets.",Consumer Electronics,201-500 employees,Under $10M,USD,Japan,Private Company,500,0.0,286.0,Retail,2c57144113e600641435592e4592c688
SARA Group,saragroup.ae,https://linkedin.com/company/sara-group,"Dubai, United Arab Emirates",United Arab Emirates,"SARA Group is a retail company based in the United Arab Emirates, specializing in luxury and lifestyle products. The company operates across various sectors, offering high-quality goods and services to its customers in the region. It is known for its commitment to excellence and customer satisfaction.",Retail,201-500 employees,Under $10M,USD,United Arab Emirates,Private Company,500,0.0,287.0,Retail,f419bf96444dd3f2dc01270ed53f833f
Sassy Li,sassyliny.com,https://linkedin.com/company/sassy-li,"New York, NY, USA","New York, USA","Sassy Li is a retail company specializing in trendy and affordable fashion products. Based in New York, the company caters to a diverse audience with a focus on modern styles and customer satisfaction. Despite its small scale, Sassy Li aims to make a mark in the competitive retail industry.",Fashion Retail,11-50 employees,Under $10M,USD,United States,Private Company,15,0.0,289.0,Retail,743c57581f258906e0cf813217f92026
Sesc Paraná,sescpr.com.br,https://linkedin.com/company/sesc-parana,"Curitiba, Paraná, Brazil",Brazil,"Sesc Paraná is a Brazilian organization focused on providing social services, education, culture, and leisure activities to the community. It operates as part of the Sesc network, which supports the well-being and development of workers in the commerce and services sectors. The organization is known for its impactful programs and initiatives aimed at improving quality of life.",Social Services,"5,001-10,000 employees",Under $10M,USD,Brazil,Private Company,5000,0.0,288.0,Retail,426982e72b6c69abcd71106ff7ac0926
Scentbird,scentbird.com,https://linkedin.com/company/scentbird,"New York, NY, USA","New York, NY, USA","Scentbird is a subscription-based fragrance company that allows customers to explore and discover new perfumes and colognes. The company provides a curated selection of designer and niche fragrances, delivered monthly in convenient travel-sized formats. Scentbird is recognized for its innovative approach to personalizing the fragrance shopping experience.",Beauty & Cosmetics,51-200 employees,Under $10M,USD,United States,Private Company,150,0.0,290.0,Retail,3fb2e3abe4bada99aa07976eba9e7031
Scheels All Sports,scheels.com,https://linkedin.com/company/scheels,"Fargo, North Dakota, USA",USA,"Scheels All Sports is a privately-owned retailer specializing in sporting goods, outdoor gear, apparel, and footwear. Known for its large stores and exceptional customer service, Scheels operates across multiple locations in the United States, offering a wide range of products for sports enthusiasts and outdoor adventurers.",Sporting Goods Retail,"5,001-10,000 employees",Under $10M,USD,United States,Private Company,7000,0.0,291.0,Retail,2274076313c30d2d657adade93fc8d01
Schmidt's,schmidts.com,https://linkedin.com/company/schmidts,"Texas, USA","Texas, USA","Schmidt's is a retail company based in Texas, USA, specializing in providing a wide range of consumer goods. Known for its commitment to quality and customer satisfaction, Schmidt's serves local and regional markets with a focus on affordability and convenience.",Retail,51-200 employees,Under $10M,USD,United States,Private Company,51,0.0,292.0,Retail,f1860feae5c86fc53795dd94e832fa3b
Schnuck Markets Inc,schnucks.com,https://linkedin.com/company/schnuck-markets-inc,"St. Louis, Missouri, USA","St. Louis, Missouri, USA","Schnuck Markets Inc is a family-owned grocery retailer headquartered in St. Louis, Missouri. The company operates a chain of supermarkets across the Midwest, offering fresh produce, bakery items, deli products, and household essentials. Known for its customer-centric approach, Schnucks has established itself as a trusted name in the regional grocery market.",Supermarkets & Grocery Retail,"10,001+ employees",Under $10M,USD,United States,Private Company,14000,0.0,293.0,Retail,de5ecf355aa8d475e8f2ff5fb69ce3dc
Scuti.AI LLC,scuti.ai,https://linkedin.com/company/scuti-ai,"Miami, Florida, USA","Miami, Florida, USA","Scuti.AI LLC is a technology-driven company specializing in AI-powered solutions for the retail industry. Their innovative platform helps businesses optimize operations, enhance customer experiences, and drive growth through advanced analytics and automation. Positioned as a leader in AI for retail, Scuti.AI is committed to transforming the future of shopping.",E-commerce,51-200 employees,Under $10M,USD,United States,Private Company,51,0.0,294.0,Retail,af688e766e3c3021ff8cb3aa93017799
Sears Holdings Corporation,searsholdings.com,https://linkedin.com/company/sears-holdings-corporation,"Hoffman Estates, Illinois, USA",Global,"Sears Holdings Corporation was a leading retailer in the United States, operating iconic brands such as Sears and Kmart. The company offered a wide range of consumer products, including appliances, clothing, and home goods, and was known for its extensive store network and catalog sales. It faced significant challenges in adapting to the evolving retail landscape.",Retail,"10,001+ employees",Under $10M,USD,United States,Private Company,89000,0.0,295.0,CPG,79c42e8ee2478318629d858e93d57f00
Sebrae RN,rn.sebrae.com.br,https://linkedin.com/company/sebrae-rn,"Natal, Rio Grande do Norte, Brazil",Brazil,"Sebrae RN is a regional branch of the Brazilian Service of Support for Micro and Small Enterprises (Sebrae), dedicated to fostering entrepreneurship and supporting small businesses in the state of Rio Grande do Norte. The organization provides consulting, training, and resources to help businesses grow and succeed in competitive markets.",Business Consulting and Support Services,201-500 employees,Under $10M,USD,Brazil,Private Company,200,0.0,297.0,Retail,e6ce2e09c1d68e7a0333fb6feede323e
Seasons Market,seasonsmarket.com,https://linkedin.com/company/seasons-market,"New York, NY, USA","New York, NY, USA","Seasons Market is a retail company specializing in providing a wide range of seasonal products, groceries, and household essentials. Known for its customer-centric approach, the company aims to deliver high-quality goods at competitive prices. It primarily serves local communities in the United States.",Retail,51-200 employees,Under $10M,USD,United States,Private Company,150,0.0,296.0,Retail,017a9abf920ef9e7257010d15f4bfaf8
See's Candies,sees.com,https://linkedin.com/company/sees-candies,"South San Francisco, California, USA",United States,"See's Candies is a premium confectionery company known for its high-quality chocolates and candies. Founded in 1921, the company operates retail stores across the United States and offers a wide range of handcrafted sweets. See's Candies is recognized for its commitment to quality and customer satisfaction.",Confectionery,"1,001-5,000 employees",Under $10M,USD,United States,Private Company,3000,0.0,298.0,Retail,c220c77a3b219b5f0203b2bf7c5e455f
Selftraits,selftraits.com,https://linkedin.com/company/selftraits,"Toronto, Ontario, Canada",Canada,"Selftraits specializes in creating personalized 3D-printed figurines and collectibles. The company leverages advanced 3D scanning and printing technology to offer unique, customized products for individuals and businesses. It is a niche player in the retail and personalization market.",Personalized Retail,11-50 employees,Under $10M,USD,Canada,Private Company,11,0.0,299.0,Retail,ba762b3bc83126b07bb8b64f2da69783
Seraphine,seraphine.com,https://linkedin.com/company/seraphine,"London, United Kingdom",Global,"Seraphine is a leading maternity fashion brand specializing in stylish and comfortable clothing for expectant mothers. The company offers a wide range of products, including maternity dresses, nursing wear, and accessories, catering to customers worldwide. Known for its innovative designs and high-quality materials, Seraphine has established itself as a trusted name in the maternity fashion industry.",Fashion Retail,51-200 employees,Under $10M,USD,United Kingdom,Private Company,150,0.0,301.0,Retail,c49c74ba866c5812e60381f54d7acfd2
